"epoch","Foraging-easy-v0_ic3net_no_mFalse_vTrue_ming - _step","Foraging-easy-v0_ic3net_no_mFalse_vTrue_ming - _step__MIN","Foraging-easy-v0_ic3net_no_mFalse_vTrue_ming - _step__MAX","Foraging-easy-v0_ic3net_no_mFalse_vTrue_ming - episode_return","Foraging-easy-v0_ic3net_no_mFalse_vTrue_ming - episode_return__MIN","Foraging-easy-v0_ic3net_no_mFalse_vTrue_ming - episode_return__MAX","Foraging-easy-v0_tarmac_no_mFalse_vTrue_ming - _step","Foraging-easy-v0_tarmac_no_mFalse_vTrue_ming - _step__MIN","Foraging-easy-v0_tarmac_no_mFalse_vTrue_ming - _step__MAX","Foraging-easy-v0_tarmac_no_mFalse_vTrue_ming - episode_return","Foraging-easy-v0_tarmac_no_mFalse_vTrue_ming - episode_return__MIN","Foraging-easy-v0_tarmac_no_mFalse_vTrue_ming - episode_return__MAX","Foraging-easy-v0_magic_no_mFalse_vTrue_ming - _step","Foraging-easy-v0_magic_no_mFalse_vTrue_ming - _step__MIN","Foraging-easy-v0_magic_no_mFalse_vTrue_ming - _step__MAX","Foraging-easy-v0_magic_no_mFalse_vTrue_ming - episode_return","Foraging-easy-v0_magic_no_mFalse_vTrue_ming - episode_return__MIN","Foraging-easy-v0_magic_no_mFalse_vTrue_ming - episode_return__MAX","Foraging-easy-v0_commnet_no_mFalse_vTrue_ming - _step","Foraging-easy-v0_commnet_no_mFalse_vTrue_ming - _step__MIN","Foraging-easy-v0_commnet_no_mFalse_vTrue_ming - _step__MAX","Foraging-easy-v0_commnet_no_mFalse_vTrue_ming - episode_return","Foraging-easy-v0_commnet_no_mFalse_vTrue_ming - episode_return__MIN","Foraging-easy-v0_commnet_no_mFalse_vTrue_ming - episode_return__MAX","Foraging-easy-v0_tiecomm_no_mFalse_vTrue_ming - _step","Foraging-easy-v0_tiecomm_no_mFalse_vTrue_ming - _step__MIN","Foraging-easy-v0_tiecomm_no_mFalse_vTrue_ming - _step__MAX","Foraging-easy-v0_tiecomm_no_mFalse_vTrue_ming - episode_return","Foraging-easy-v0_tiecomm_no_mFalse_vTrue_ming - episode_return__MIN","Foraging-easy-v0_tiecomm_no_mFalse_vTrue_ming - episode_return__MAX","Foraging-easy-v0_teamcomm_no_mFalse_vTrue_ming - _step","Foraging-easy-v0_teamcomm_no_mFalse_vTrue_ming - _step__MIN","Foraging-easy-v0_teamcomm_no_mFalse_vTrue_ming - _step__MAX","Foraging-easy-v0_teamcomm_no_mFalse_vTrue_ming - episode_return","Foraging-easy-v0_teamcomm_no_mFalse_vTrue_ming - episode_return__MIN","Foraging-easy-v0_teamcomm_no_mFalse_vTrue_ming - episode_return__MAX"
"941","1880","1880","1880","18.46153846153846","18.46153846153846","18.46153846153846","1880","1880","1880","18","18","18","1880","1880","1880","19.692307692307693","19.692307692307693","19.692307692307693","1880","1880","1880","19.384615384615383","19.384615384615383","19.384615384615383","2820","2820","2820","18.153846153846153","18.153846153846153","18.153846153846153","3760","3760","3760","19.076923076923077","19.076923076923077","19.076923076923077"
"942","1882","1882","1882","19.076923076923077","19.076923076923077","19.076923076923077","1882","1882","1882","18.615384615384617","18.615384615384617","18.615384615384617","1882","1882","1882","19.384615384615383","19.384615384615383","19.384615384615383","1882","1882","1882","19.23076923076923","19.23076923076923","19.23076923076923","2823","2823","2823","18.923076923076923","18.923076923076923","18.923076923076923","3764","3764","3764","18.76923076923077","18.76923076923077","18.76923076923077"
"943","1884","1884","1884","19.692307692307693","19.692307692307693","19.692307692307693","1884","1884","1884","19.692307692307693","19.692307692307693","19.692307692307693","1884","1884","1884","16.923076923076923","16.923076923076923","16.923076923076923","1884","1884","1884","18.923076923076923","18.923076923076923","18.923076923076923","2826","2826","2826","19.23076923076923","19.23076923076923","19.23076923076923","3768","3768","3768","18.615384615384617","18.615384615384617","18.615384615384617"
"944","1886","1886","1886","19.384615384615383","19.384615384615383","19.384615384615383","1886","1886","1886","18.615384615384617","18.615384615384617","18.615384615384617","1886","1886","1886","19.384615384615383","19.384615384615383","19.384615384615383","1886","1886","1886","18.615384615384617","18.615384615384617","18.615384615384617","2829","2829","2829","20","20","20","3772","3772","3772","17.384615384615383","17.384615384615383","17.384615384615383"
"945","1888","1888","1888","18.46153846153846","18.46153846153846","18.46153846153846","1888","1888","1888","19.53846153846154","19.53846153846154","19.53846153846154","1888","1888","1888","18.76923076923077","18.76923076923077","18.76923076923077","1888","1888","1888","19.23076923076923","19.23076923076923","19.23076923076923","2832","2832","2832","19.692307692307693","19.692307692307693","19.692307692307693","3776","3776","3776","19.53846153846154","19.53846153846154","19.53846153846154"
"946","1890","1890","1890","18.307692307692307","18.307692307692307","18.307692307692307","1890","1890","1890","18.615384615384617","18.615384615384617","18.615384615384617","1890","1890","1890","19.692307692307693","19.692307692307693","19.692307692307693","1890","1890","1890","18.923076923076923","18.923076923076923","18.923076923076923","2835","2835","2835","19.076923076923077","19.076923076923077","19.076923076923077","3780","3780","3780","20","20","20"
"947","1892","1892","1892","19.53846153846154","19.53846153846154","19.53846153846154","1892","1892","1892","20","20","20","1892","1892","1892","19.23076923076923","19.23076923076923","19.23076923076923","1892","1892","1892","19.53846153846154","19.53846153846154","19.53846153846154","2838","2838","2838","19.076923076923077","19.076923076923077","19.076923076923077","3784","3784","3784","17.076923076923077","17.076923076923077","17.076923076923077"
"948","1894","1894","1894","19.53846153846154","19.53846153846154","19.53846153846154","1894","1894","1894","21.076923076923077","21.076923076923077","21.076923076923077","1894","1894","1894","20","20","20","1894","1894","1894","19.076923076923077","19.076923076923077","19.076923076923077","2841","2841","2841","19.076923076923077","19.076923076923077","19.076923076923077","3788","3788","3788","17.076923076923077","17.076923076923077","17.076923076923077"
"949","1896","1896","1896","18.923076923076923","18.923076923076923","18.923076923076923","1896","1896","1896","19.53846153846154","19.53846153846154","19.53846153846154","1896","1896","1896","18.923076923076923","18.923076923076923","18.923076923076923","1896","1896","1896","17.53846153846154","17.53846153846154","17.53846153846154","2844","2844","2844","18.46153846153846","18.46153846153846","18.46153846153846","3792","3792","3792","17.846153846153847","17.846153846153847","17.846153846153847"
"950","1898","1898","1898","20.153846153846153","20.153846153846153","20.153846153846153","1898","1898","1898","18.923076923076923","18.923076923076923","18.923076923076923","1898","1898","1898","17.076923076923077","17.076923076923077","17.076923076923077","1898","1898","1898","18.46153846153846","18.46153846153846","18.46153846153846","2847","2847","2847","18.46153846153846","18.46153846153846","18.46153846153846","3796","3796","3796","19.076923076923077","19.076923076923077","19.076923076923077"
"951","1900","1900","1900","18.76923076923077","18.76923076923077","18.76923076923077","1900","1900","1900","19.23076923076923","19.23076923076923","19.23076923076923","1900","1900","1900","19.846153846153847","19.846153846153847","19.846153846153847","1900","1900","1900","19.384615384615383","19.384615384615383","19.384615384615383","2850","2850","2850","17.846153846153847","17.846153846153847","17.846153846153847","3800","3800","3800","18.76923076923077","18.76923076923077","18.76923076923077"
"952","1902","1902","1902","18.153846153846153","18.153846153846153","18.153846153846153","1902","1902","1902","19.53846153846154","19.53846153846154","19.53846153846154","1902","1902","1902","18.153846153846153","18.153846153846153","18.153846153846153","1902","1902","1902","18.76923076923077","18.76923076923077","18.76923076923077","2853","2853","2853","18.46153846153846","18.46153846153846","18.46153846153846","3804","3804","3804","18.307692307692307","18.307692307692307","18.307692307692307"
"953","1904","1904","1904","18.76923076923077","18.76923076923077","18.76923076923077","1904","1904","1904","19.076923076923077","19.076923076923077","19.076923076923077","1904","1904","1904","18.153846153846153","18.153846153846153","18.153846153846153","1904","1904","1904","17.846153846153847","17.846153846153847","17.846153846153847","2856","2856","2856","18.615384615384617","18.615384615384617","18.615384615384617","3808","3808","3808","19.846153846153847","19.846153846153847","19.846153846153847"
"954","1906","1906","1906","20","20","20","1906","1906","1906","18.76923076923077","18.76923076923077","18.76923076923077","1906","1906","1906","19.23076923076923","19.23076923076923","19.23076923076923","1906","1906","1906","18.923076923076923","18.923076923076923","18.923076923076923","2859","2859","2859","18.307692307692307","18.307692307692307","18.307692307692307","3812","3812","3812","19.23076923076923","19.23076923076923","19.23076923076923"
"955","1908","1908","1908","18.46153846153846","18.46153846153846","18.46153846153846","1908","1908","1908","17.53846153846154","17.53846153846154","17.53846153846154","1908","1908","1908","19.076923076923077","19.076923076923077","19.076923076923077","1908","1908","1908","20","20","20","2862","2862","2862","18.46153846153846","18.46153846153846","18.46153846153846","3816","3816","3816","19.23076923076923","19.23076923076923","19.23076923076923"
"956","1910","1910","1910","18.153846153846153","18.153846153846153","18.153846153846153","1910","1910","1910","18.923076923076923","18.923076923076923","18.923076923076923","1910","1910","1910","19.692307692307693","19.692307692307693","19.692307692307693","1910","1910","1910","18.153846153846153","18.153846153846153","18.153846153846153","2865","2865","2865","18.76923076923077","18.76923076923077","18.76923076923077","3820","3820","3820","18.46153846153846","18.46153846153846","18.46153846153846"
"957","1912","1912","1912","21.076923076923077","21.076923076923077","21.076923076923077","1912","1912","1912","18.923076923076923","18.923076923076923","18.923076923076923","1912","1912","1912","18.76923076923077","18.76923076923077","18.76923076923077","1912","1912","1912","18","18","18","2868","2868","2868","17.53846153846154","17.53846153846154","17.53846153846154","3824","3824","3824","19.23076923076923","19.23076923076923","19.23076923076923"
"958","1914","1914","1914","18.76923076923077","18.76923076923077","18.76923076923077","1914","1914","1914","19.23076923076923","19.23076923076923","19.23076923076923","1914","1914","1914","19.53846153846154","19.53846153846154","19.53846153846154","1914","1914","1914","18.153846153846153","18.153846153846153","18.153846153846153","2871","2871","2871","19.23076923076923","19.23076923076923","19.23076923076923","3828","3828","3828","19.384615384615383","19.384615384615383","19.384615384615383"
"959","1916","1916","1916","20.153846153846153","20.153846153846153","20.153846153846153","1916","1916","1916","19.384615384615383","19.384615384615383","19.384615384615383","1916","1916","1916","19.384615384615383","19.384615384615383","19.384615384615383","1916","1916","1916","19.53846153846154","19.53846153846154","19.53846153846154","2874","2874","2874","19.076923076923077","19.076923076923077","19.076923076923077","3832","3832","3832","20","20","20"
"960","1918","1918","1918","19.384615384615383","19.384615384615383","19.384615384615383","1918","1918","1918","19.384615384615383","19.384615384615383","19.384615384615383","1918","1918","1918","19.23076923076923","19.23076923076923","19.23076923076923","1918","1918","1918","20.307692307692307","20.307692307692307","20.307692307692307","2877","2877","2877","18.615384615384617","18.615384615384617","18.615384615384617","3836","3836","3836","19.384615384615383","19.384615384615383","19.384615384615383"
"961","1920","1920","1920","19.076923076923077","19.076923076923077","19.076923076923077","1920","1920","1920","18.76923076923077","18.76923076923077","18.76923076923077","1920","1920","1920","18.153846153846153","18.153846153846153","18.153846153846153","1920","1920","1920","19.846153846153847","19.846153846153847","19.846153846153847","2880","2880","2880","19.384615384615383","19.384615384615383","19.384615384615383","3840","3840","3840","18.615384615384617","18.615384615384617","18.615384615384617"
"962","1922","1922","1922","19.846153846153847","19.846153846153847","19.846153846153847","1922","1922","1922","18","18","18","1922","1922","1922","18.76923076923077","18.76923076923077","18.76923076923077","1922","1922","1922","20.307692307692307","20.307692307692307","20.307692307692307","2883","2883","2883","17.53846153846154","17.53846153846154","17.53846153846154","3844","3844","3844","18.76923076923077","18.76923076923077","18.76923076923077"
"963","1924","1924","1924","19.23076923076923","19.23076923076923","19.23076923076923","1924","1924","1924","18.923076923076923","18.923076923076923","18.923076923076923","1924","1924","1924","18.923076923076923","18.923076923076923","18.923076923076923","1924","1924","1924","18.307692307692307","18.307692307692307","18.307692307692307","2886","2886","2886","17.23076923076923","17.23076923076923","17.23076923076923","3848","3848","3848","18","18","18"
"964","1926","1926","1926","18.307692307692307","18.307692307692307","18.307692307692307","1926","1926","1926","17.53846153846154","17.53846153846154","17.53846153846154","1926","1926","1926","18.76923076923077","18.76923076923077","18.76923076923077","1926","1926","1926","18.76923076923077","18.76923076923077","18.76923076923077","2889","2889","2889","18.76923076923077","18.76923076923077","18.76923076923077","3852","3852","3852","18","18","18"
"965","1928","1928","1928","19.384615384615383","19.384615384615383","19.384615384615383","1928","1928","1928","18.46153846153846","18.46153846153846","18.46153846153846","1928","1928","1928","18.46153846153846","18.46153846153846","18.46153846153846","1928","1928","1928","18.76923076923077","18.76923076923077","18.76923076923077","2892","2892","2892","18.307692307692307","18.307692307692307","18.307692307692307","","","","","",""
"966","1930","1930","1930","20.153846153846153","20.153846153846153","20.153846153846153","1930","1930","1930","19.692307692307693","19.692307692307693","19.692307692307693","1930","1930","1930","18.76923076923077","18.76923076923077","18.76923076923077","1930","1930","1930","18.307692307692307","18.307692307692307","18.307692307692307","2895","2895","2895","19.23076923076923","19.23076923076923","19.23076923076923","","","","","",""
"967","1932","1932","1932","18.615384615384617","18.615384615384617","18.615384615384617","1932","1932","1932","18.923076923076923","18.923076923076923","18.923076923076923","1932","1932","1932","18.76923076923077","18.76923076923077","18.76923076923077","1932","1932","1932","18.923076923076923","18.923076923076923","18.923076923076923","2898","2898","2898","18.615384615384617","18.615384615384617","18.615384615384617","","","","","",""
"968","1934","1934","1934","21.076923076923077","21.076923076923077","21.076923076923077","1934","1934","1934","19.076923076923077","19.076923076923077","19.076923076923077","1934","1934","1934","18.153846153846153","18.153846153846153","18.153846153846153","1934","1934","1934","19.076923076923077","19.076923076923077","19.076923076923077","2901","2901","2901","18.307692307692307","18.307692307692307","18.307692307692307","","","","","",""
"969","1936","1936","1936","19.23076923076923","19.23076923076923","19.23076923076923","1936","1936","1936","19.384615384615383","19.384615384615383","19.384615384615383","1936","1936","1936","18.76923076923077","18.76923076923077","18.76923076923077","1936","1936","1936","18.46153846153846","18.46153846153846","18.46153846153846","2904","2904","2904","19.23076923076923","19.23076923076923","19.23076923076923","","","","","",""
"970","1938","1938","1938","19.53846153846154","19.53846153846154","19.53846153846154","1938","1938","1938","17.384615384615383","17.384615384615383","17.384615384615383","1938","1938","1938","19.23076923076923","19.23076923076923","19.23076923076923","1938","1938","1938","19.692307692307693","19.692307692307693","19.692307692307693","2907","2907","2907","19.846153846153847","19.846153846153847","19.846153846153847","","","","","",""
